거래일자,거래시간,지역, 전력거래량(MWh) 
2020-01-01,1,경기도,10777
2020-01-01,2,경기도,9254
2020-01-01,3,경기도,8272
2020-01-01,4,경기도,8265
2020-01-01,5,경기도,8179
2020-01-01,6,경기도,8134
2020-01-01,7,경기도,7970
2020-01-01,8,경기도,7962
2020-01-01,9,경기도,7436
2020-01-01,10,경기도,6339
2020-01-01,11,경기도,5993
2020-01-01,12,경기도,5935
2020-01-01,13,경기도,6203
2020-01-01,14,경기도,6360
2020-01-01,15,경기도,6529
2020-01-01,16,경기도,6869
2020-01-01,17,경기도,7078
2020-01-01,18,경기도,8618
2020-01-01,19,경기도,9654
2020-01-01,20,경기도,9679
2020-01-01,21,경기도,9346
2020-01-01,22,경기도,9391
2020-01-01,23,경기도,9661
2020-01-01,24,경기도,9427
2020-01-01,1,강원도,3782
2020-01-01,2,강원도,3704
2020-01-01,3,강원도,3655
2020-01-01,4,강원도,3600
2020-01-01,5,강원도,3625
2020-01-01,6,강원도,3625
2020-01-01,7,강원도,3624
2020-01-01,8,강원도,3613
2020-01-01,9,강원도,3722
2020-01-01,10,강원도,3791
2020-01-01,11,강원도,3798
2020-01-01,12,강원도,3808
2020-01-01,13,강원도,3715
2020-01-01,14,강원도,3787
2020-01-01,15,강원도,3787
2020-01-01,16,강원도,3779
2020-01-01,17,강원도,3724
2020-01-01,18,강원도,3738
2020-01-01,19,강원도,3759
2020-01-01,20,강원도,3712
2020-01-01,21,강원도,3635
2020-01-01,22,강원도,3614
2020-01-01,23,강원도,3614
2020-01-01,24,강원도,3669
2020-01-01,1,경상남도,4016
2020-01-01,2,경상남도,3994
2020-01-01,3,경상남도,3988
2020-01-01,4,경상남도,3949
2020-01-01,5,경상남도,4017
2020-01-01,6,경상남도,4013
2020-01-01,7,경상남도,4047
2020-01-01,8,경상남도,4018
2020-01-01,9,경상남도,4071
2020-01-01,10,경상남도,4130
2020-01-01,11,경상남도,4135
2020-01-01,12,경상남도,4095
2020-01-01,13,경상남도,4064
2020-01-01,14,경상남도,4095
2020-01-01,15,경상남도,4084
2020-01-01,16,경상남도,4138
2020-01-01,17,경상남도,4111
2020-01-01,18,경상남도,4172
2020-01-01,19,경상남도,4098
2020-01-01,20,경상남도,4082
2020-01-01,21,경상남도,4065
2020-01-01,22,경상남도,4053
2020-01-01,23,경상남도,4042
2020-01-01,24,경상남도,4212
2020-01-01,1,경상북도,7968
2020-01-01,2,경상북도,7716
2020-01-01,3,경상북도,7620
2020-01-01,4,경상북도,7629
2020-01-01,5,경상북도,7630
2020-01-01,6,경상북도,7608
2020-01-01,7,경상북도,7607
2020-01-01,8,경상북도,7601
2020-01-01,9,경상북도,7671
2020-01-01,10,경상북도,7730
2020-01-01,11,경상북도,7724
2020-01-01,12,경상북도,7733
2020-01-01,13,경상북도,7756
2020-01-01,14,경상북도,7738
2020-01-01,15,경상북도,7711
2020-01-01,16,경상북도,7716
2020-01-01,17,경상북도,7813
2020-01-01,18,경상북도,7931
2020-01-01,19,경상북도,8159
2020-01-01,20,경상북도,8106
2020-01-01,21,경상북도,7944
2020-01-01,22,경상북도,7876
2020-01-01,23,경상북도,7837
2020-01-01,24,경상북도,8184
2020-01-01,1,전라남도,6849
2020-01-01,2,전라남도,6849
2020-01-01,3,전라남도,6474
2020-01-01,4,전라남도,6259
2020-01-01,5,전라남도,6266
2020-01-01,6,전라남도,6326
2020-01-01,7,전라남도,6701
2020-01-01,8,전라남도,6574
2020-01-01,9,전라남도,6612
2020-01-01,10,전라남도,6670
2020-01-01,11,전라남도,6754
2020-01-01,12,전라남도,6514
2020-01-01,13,전라남도,6486
2020-01-01,14,전라남도,6493
2020-01-01,15,전라남도,6474
2020-01-01,16,전라남도,6484
2020-01-01,17,전라남도,6389
2020-01-01,18,전라남도,6823
2020-01-01,19,전라남도,6828
2020-01-01,20,전라남도,6837
2020-01-01,21,전라남도,6791
2020-01-01,22,전라남도,6732
2020-01-01,23,전라남도,6709
2020-01-01,24,전라남도,6655
2020-01-01,1,전라북도,947
2020-01-01,2,전라북도,919
2020-01-01,3,전라북도,910
2020-01-01,4,전라북도,910
2020-01-01,5,전라북도,903
2020-01-01,6,전라북도,908
2020-01-01,7,전라북도,906
2020-01-01,8,전라북도,903
2020-01-01,9,전라북도,912
2020-01-01,10,전라북도,928
2020-01-01,11,전라북도,938
2020-01-01,12,전라북도,944
2020-01-01,13,전라북도,964
2020-01-01,14,전라북도,973
2020-01-01,15,전라북도,975
2020-01-01,16,전라북도,960
2020-01-01,17,전라북도,933
2020-01-01,18,전라북도,1015
2020-01-01,19,전라북도,1164
2020-01-01,20,전라북도,1173
2020-01-01,21,전라북도,1150
2020-01-01,22,전라북도,906
2020-01-01,23,전라북도,901
2020-01-01,24,전라북도,1060
