날짜,시간, 시흥(전력거래량) , 강동구(전력거래량) , 강서구(전력거래량) , 영등포구(전력거래량) , 서초구(전력거래량) , 광진구(전력거래량) , 도봉구(전력거래량) , 시흥(발전기 개수) , 강동구(발전기 개수) , 강서구(발전기 개수) , 영등포구(발전기 개수) , 서초구(발전기 개수) , 광진구(발전기 개수) , 도봉구(발전기 개수) 
2020-01-01,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,8,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,9,0.023936,0.01146,0.023289,0,0.00072,0.001,0,8,3,3,0,2,3,0
2020-01-01,10,0.217436,0.1671,0.319634,0,0.00622,0.0138,0,8,3,3,0,2,3,0
2020-01-01,11,0.521857,0.4077,0.490476,0,0.0094,0.0198,0,8,3,3,0,2,3,0
2020-01-01,12,1.152175,1.10442,1.530373,0,0.02282,0.0752,0,8,3,3,0,2,3,0
2020-01-01,13,1.638555,1.11144,1.614996,0,0.02812,0.06404,0,8,3,3,0,2,3,0
2020-01-01,14,1.875095,1.1793,1.537244,0,0.02624,0.06524,0,8,3,3,0,2,3,0
2020-01-01,15,1.308506,0.87252,1.252131,0,0.02348,0.0434,0,8,3,3,0,2,3,0
2020-01-01,16,0.717469,0.51228,0.503631,0,0.01298,0.02728,0,8,3,3,0,2,3,0
2020-01-01,17,0.219575,0.1536,0.134244,0,0.0068,0.00568,0,8,3,3,0,2,3,0
2020-01-01,18,0.003,0.00066,0.00072,0,0.00008,0,0,8,3,3,0,2,3,0
2020-01-01,19,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,20,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,21,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-01,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,8,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,9,0.071236,0.05322,0.040101,0,0.00152,0.00388,0,8,3,3,0,2,3,0
2020-01-02,10,0.361637,0.33792,0.296452,0,0.01056,0.02084,0,8,3,3,0,2,3,0
2020-01-02,11,0.566593,0.7734,0.630652,0,0.0199,0.0464,0,8,3,3,0,2,3,0
2020-01-02,12,0.614545,0.98646,0.792586,0,0.02668,0.0534,0,8,3,3,0,2,3,0
2020-01-02,13,0.5597,1.1466,0.690331,0,0.0195,0.06092,0,8,3,3,0,2,3,0
2020-01-02,14,0.288522,0.93846,0.591828,0,0.01418,0.035,0,8,3,3,0,2,3,0
2020-01-02,15,0.406459,0.44658,0.659224,0,0.0084,0.02632,0,8,3,3,0,2,3,0
2020-01-02,16,0.432909,0.32556,0.380384,0,0.01228,0.0176,0,8,3,3,0,2,3,0
2020-01-02,17,0.143094,0.07554,0.121509,0,0.00178,0.00448,0,8,3,3,0,2,3,0
2020-01-02,18,0.006811,0,0.00384,0,0.00008,0,0,8,3,3,0,2,3,0
2020-01-02,19,0.00224,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,20,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,21,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-02,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,8,0.000072,0,0,0,0,0.00004,0,8,3,3,0,2,3,0
2020-01-03,9,0.32828,0.17064,0.235233,0,0.00588,0.01408,0,8,3,3,0,2,3,0
2020-01-03,10,1.396678,0.94884,1.12818,0,0.02352,0.05612,0,8,3,3,0,2,3,0
2020-01-03,11,2.469677,1.89456,2.248409,0,0.04346,0.10836,0,8,3,3,0,2,3,0
2020-01-03,12,3.63991,2.58858,3.14315,0,0.05932,0.15488,0,8,3,3,0,2,3,0
2020-01-03,13,4.013976,3.21768,3.501784,0,0.06848,0.17488,0,8,3,3,0,2,3,0
2020-01-03,14,3.903685,3.19236,3.352487,0,0.0638,0.16748,0,8,3,3,0,2,3,0
2020-01-03,15,3.201957,2.70396,2.749001,0,0.04866,0.12816,0,8,3,3,0,2,3,0
2020-01-03,16,1.972199,1.75884,1.812066,0,0.02758,0.06148,0,8,3,3,0,2,3,0
2020-01-03,17,0.671583,0.5964,0.605694,0,0.00892,0.01776,0,8,3,3,0,2,3,0
2020-01-03,18,0.103469,0.02754,0.030248,0,0.0005,0.00032,0,8,3,3,0,2,3,0
2020-01-03,19,0.05476,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,20,0.004,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,21,0.00284,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-03,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,8,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,9,0.128228,0.105,0.114592,0,0.00224,0.0068,0,8,3,3,0,2,3,0
2020-01-04,10,0.895412,0.92874,0.720796,0,0.01574,0.0462,0,8,3,3,0,2,3,0
2020-01-04,11,2.244556,1.84284,1.680253,0,0.02854,0.10108,0,8,3,3,0,2,3,0
2020-01-04,12,3.40535,2.8599,2.845203,0,0.04824,0.14296,0,8,3,3,0,2,3,0
2020-01-04,13,3.765515,3.0759,3.329826,0,0.06208,0.1628,0,8,3,3,0,2,3,0
2020-01-04,14,3.830932,2.91384,3.422745,0,0.06118,0.16732,0,8,3,3,0,2,3,0
2020-01-04,15,3.202049,2.69298,3.095567,0,0.04874,0.13176,0,8,3,3,0,2,3,0
2020-01-04,16,1.965798,1.80168,2.034623,0,0.02978,0.06524,0,8,3,3,0,2,3,0
2020-01-04,17,0.66846,0.55734,0.637391,0,0.00932,0.01888,0,8,3,3,0,2,3,0
2020-01-04,18,0.105125,0.02874,0.03373,0,0.00058,0.00052,0,8,3,3,0,2,3,0
2020-01-04,19,0.0558,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,20,0.00404,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,21,0.00268,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-04,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,8,0.000144,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,9,0.377147,0.15486,0.352987,0,0.00598,0.0124,0,8,3,3,0,2,3,0
2020-01-05,10,1.660087,1.1523,1.450017,0,0.0257,0.06076,0,8,3,3,0,2,3,0
2020-01-05,11,2.873225,2.32404,2.596757,0,0.04658,0.1262,0,8,3,3,0,2,3,0
2020-01-05,12,4.038891,3.32652,3.290733,0,0.06244,0.16448,0,8,3,3,0,2,3,0
2020-01-05,13,4.065716,3.44016,3.354274,0,0.06612,0.17244,0,8,3,3,0,2,3,0
2020-01-05,14,3.173019,2.93796,2.84347,0,0.0557,0.14632,0,8,3,3,0,2,3,0
2020-01-05,15,1.763639,2.06436,1.97502,0,0.03168,0.09488,0,8,3,3,0,2,3,0
2020-01-05,16,1.196556,1.01946,0.966419,0,0.02136,0.04592,0,8,3,3,0,2,3,0
2020-01-05,17,0.508875,0.37104,0.347585,0,0.00914,0.017,0,8,3,3,0,2,3,0
2020-01-05,18,0.088021,0.01278,0.012842,0,0.00044,0.00016,0,8,3,3,0,2,3,0
2020-01-05,19,0.056,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,20,0.00408,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,21,0.00216,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-05,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,8,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,9,0.016099,0.01416,0.021964,0,0.00044,0.00112,0,8,3,3,0,2,3,0
2020-01-06,10,0.168569,0.11136,0.144239,0,0.00302,0.0074,0,8,3,3,0,2,3,0
2020-01-06,11,0.460577,0.36714,0.389327,0,0.01168,0.02432,0,8,3,3,0,2,3,0
2020-01-06,12,0.788352,0.55014,0.838847,0,0.02396,0.04612,0,8,3,3,0,2,3,0
2020-01-06,13,0.639525,0.56424,0.362608,0,0.0143,0.02724,0,8,3,3,0,2,3,0
2020-01-06,14,0.479131,0.32136,0.360236,0,0.0091,0.01744,0,8,3,3,0,2,3,0
2020-01-06,15,0.311479,0.42168,0.327281,0,0.0083,0.02304,0,8,3,3,0,2,3,0
2020-01-06,16,0.13915,0.1518,0.119481,0,0.00314,0.00664,0,8,3,3,0,2,3,0
2020-01-06,17,0.026365,0.00726,0.01176,0,0.00016,0,0,8,3,3,0,2,3,0
2020-01-06,18,0.00368,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,19,0.00156,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,20,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,21,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-06,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,8,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,9,0.001394,0.00114,0.0024,0,0.00022,0.00008,0,8,3,3,0,2,3,0
2020-01-07,10,0.087151,0.04998,0.044417,0,0.00188,0.00172,0,8,3,3,0,2,3,0
2020-01-07,11,0.097742,0.14406,0.146757,0,0.0025,0.0076,0,8,3,3,0,2,3,0
2020-01-07,12,0.152831,0.21102,0.136778,0,0.00372,0.01104,0,8,3,3,0,2,3,0
2020-01-07,13,0.159878,0.15366,0.112514,0,0.00386,0.00704,0,8,3,3,0,2,3,0
2020-01-07,14,0.080492,0.12462,0.086085,0,0.00258,0.0044,0,8,3,3,0,2,3,0
2020-01-07,15,0.068246,0.08412,0.040684,0,0.00228,0.0034,0,8,3,3,0,2,3,0
2020-01-07,16,0.013441,0.02004,0.008761,0,0.00038,0.0002,0,8,3,3,0,2,3,0
2020-01-07,17,0.009053,0.00066,0.00312,0,0.00022,0.00008,0,8,3,3,0,2,3,0
2020-01-07,18,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,19,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,20,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,21,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-07,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,8,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,9,0.012264,0.00654,0.043349,0,0.00088,0.00156,0,8,3,3,0,2,3,0
2020-01-08,10,0.219167,0.12672,0.146407,0,0.00422,0.0194,0,8,3,3,0,2,3,0
2020-01-08,11,0.361115,0.75816,0.534415,0,0.0077,0.04112,0,8,3,3,0,2,3,0
2020-01-08,12,0.537549,0.71226,0.495349,0,0.01082,0.02724,0,8,3,3,0,2,3,0
2020-01-08,13,0.968907,0.53154,0.530213,0,0.01236,0.03536,0,8,3,3,0,2,3,0
2020-01-08,14,1.072692,0.75354,0.823357,0,0.01454,0.0302,0,8,3,3,0,2,3,0
2020-01-08,15,0.913994,0.89208,0.634098,0,0.0093,0.03304,0,8,3,3,0,2,3,0
2020-01-08,16,0.393246,0.69006,0.223483,0,0.00562,0.01436,0,8,3,3,0,2,3,0
2020-01-08,17,0.090451,0.07998,0.039369,0,0.00144,0.00156,0,8,3,3,0,2,3,0
2020-01-08,18,0.000434,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,19,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,20,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,21,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-08,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,8,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,9,0.31157,0.13344,0.2357,0,0.00544,0.0108,0,8,3,3,0,2,3,0
2020-01-09,10,1.27479,0.8748,1.013538,0,0.01738,0.05392,0,8,3,3,0,2,3,0
2020-01-09,11,2.067284,1.3944,2.071142,0,0.0268,0.12008,0,8,3,3,0,2,3,0
2020-01-09,12,3.656508,2.8437,2.638866,0,0.05514,0.14808,0,8,3,3,0,2,3,0
2020-01-09,13,4.087511,3.41478,3.500951,0,0.06888,0.17444,0,8,3,3,0,2,3,0
2020-01-09,14,3.887748,3.3393,3.406762,0,0.06584,0.16764,0,8,3,3,0,2,3,0
2020-01-09,15,3.217978,2.7729,2.737377,0,0.05208,0.13116,0,8,3,3,0,2,3,0
2020-01-09,16,1.910068,1.84434,1.862646,0,0.03144,0.06788,0,8,3,3,0,2,3,0
2020-01-09,17,0.665741,0.57732,0.636464,0,0.01104,0.02044,0,8,3,3,0,2,3,0
2020-01-09,18,0.116531,0.03672,0.032532,0,0.001,0.00108,0,8,3,3,0,2,3,0
2020-01-09,19,0.05472,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,20,0.00404,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,21,0.00304,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-09,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,8,0.000506,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,9,0.348719,0.13356,0.163239,0,0.0063,0.0114,0,8,3,3,0,2,3,0
2020-01-10,10,1.282715,0.8907,0.811903,0,0.01976,0.04408,0,8,3,3,0,2,3,0
2020-01-10,11,2.275299,1.77534,1.904104,0,0.0407,0.10588,0,8,3,3,0,2,3,0
2020-01-10,12,3.524657,2.76738,2.789722,0,0.05872,0.14416,0,8,3,3,0,2,3,0
2020-01-10,13,3.990369,3.33972,3.211863,0,0.0669,0.16416,0,8,3,3,0,2,3,0
2020-01-10,14,3.752219,3.09744,3.351594,0,0.0633,0.15172,0,8,3,3,0,2,3,0
2020-01-10,15,2.95227,2.53734,3.192033,0,0.04996,0.127,0,8,3,3,0,2,3,0
2020-01-10,16,1.968744,1.76022,2.277966,0,0.03172,0.07536,0,8,3,3,0,2,3,0
2020-01-10,17,0.752741,0.70992,0.722206,0,0.01144,0.0212,0,8,3,3,0,2,3,0
2020-01-10,18,0.114345,0.04692,0.04226,0,0.00078,0.00068,0,8,3,3,0,2,3,0
2020-01-10,19,0.05556,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,20,0.00388,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,21,0.0028,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-10,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,8,0.000792,0,0,0,0,0.00008,0,8,3,3,0,2,3,0
2020-01-11,9,0.235237,0.17118,0.250598,0,0.00546,0.01304,0,8,3,3,0,2,3,0
2020-01-11,10,1.363356,1.02846,1.156963,0,0.02196,0.05044,0,8,3,3,0,2,3,0
2020-01-11,11,2.524428,2.15322,2.252764,0,0.0441,0.11144,0,8,3,3,0,2,3,0
2020-01-11,12,3.415385,2.70096,2.604145,0,0.06164,0.15096,0,8,3,3,0,2,3,0
2020-01-11,13,4.182183,2.82096,3.484479,0,0.07194,0.16892,0,8,3,3,0,2,3,0
2020-01-11,14,4.075604,3.15876,3.369165,0,0.06798,0.17568,0,8,3,3,0,2,3,0
2020-01-11,15,3.400828,2.87292,2.941513,0,0.05244,0.14412,0,8,3,3,0,2,3,0
2020-01-11,16,2.293294,2.15634,1.968285,0,0.03326,0.07552,0,8,3,3,0,2,3,0
2020-01-11,17,0.735858,0.71418,0.648113,0,0.01272,0.02156,0,8,3,3,0,2,3,0
2020-01-11,18,0.130281,0.03786,0.046465,0,0.00086,0.00064,0,8,3,3,0,2,3,0
2020-01-11,19,0.05576,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,20,0.00396,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,21,0.00288,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-11,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,8,0.00209,0.00048,0.00312,0,0.00008,0.00004,0,8,3,3,0,2,3,0
2020-01-12,9,0.270609,0.18324,0.268007,0,0.00494,0.01276,0,8,3,3,0,2,3,0
2020-01-12,10,1.331285,0.87006,1.100823,0,0.01946,0.05372,0,8,3,3,0,2,3,0
2020-01-12,11,2.589138,1.80132,2.234332,0,0.04464,0.11776,0,8,3,3,0,2,3,0
2020-01-12,12,3.852686,2.86956,3.207178,0,0.06294,0.15756,0,8,3,3,0,2,3,0
2020-01-12,13,4.211177,3.42606,3.566978,0,0.0712,0.18204,0,8,3,3,0,2,3,0
2020-01-12,14,4.100709,3.51276,3.547632,0,0.06658,0.17892,0,8,3,3,0,2,3,0
2020-01-12,15,3.225541,2.7069,3.22386,0,0.05526,0.14808,0,8,3,3,0,2,3,0
2020-01-12,16,2.186659,2.15712,2.310425,0,0.0349,0.08092,0,8,3,3,0,2,3,0
2020-01-12,17,0.740419,0.79794,0.817106,0,0.01124,0.0236,0,8,3,3,0,2,3,0
2020-01-12,18,0.119739,0.057,0.044661,0,0.00108,0.00112,0,8,3,3,0,2,3,0
2020-01-12,19,0.05552,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,20,0.0038,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,21,0.003,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-12,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,8,0.000072,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,9,0.145616,0.08202,0.134777,0,0.0062,0.00728,0,8,3,3,0,2,3,0
2020-01-13,10,1.462081,0.77778,1.478493,0,0.02792,0.0598,0,8,3,3,0,2,3,0
2020-01-13,11,3.127389,2.59212,2.704115,0,0.05062,0.13368,0,8,3,3,0,2,3,0
2020-01-13,12,4.521919,3.5853,3.399463,0,0.06836,0.17188,0,8,3,3,0,2,3,0
2020-01-13,13,4.789367,3.90282,3.855081,0,0.07584,0.19084,0,8,3,3,0,2,3,0
2020-01-13,14,4.628077,3.74976,3.912192,0,0.07416,0.19092,0,8,3,3,0,2,3,0
2020-01-13,15,3.986578,3.27906,3.515227,0,0.05932,0.16596,0,8,3,3,0,2,3,0
2020-01-13,16,2.587081,2.44092,2.562966,0,0.03826,0.08976,0,8,3,3,0,2,3,0
2020-01-13,17,0.973171,0.92394,0.984995,0,0.01262,0.02528,0,8,3,3,0,2,3,0
2020-01-13,18,0.136405,0.0669,0.059302,0,0.00092,0.001,0,8,3,3,0,2,3,0
2020-01-13,19,0.0554,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,20,0.00388,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,21,0.00312,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,22,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,23,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-13,24,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-14,1,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-14,2,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-14,3,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-14,4,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-14,5,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-14,6,0,0,0,0,0,0,0,8,3,3,0,2,3,0
2020-01-14,7,0,0,0,0,0,0,0,8,3,3,0,2,3,0
