연료원,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112
LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46245.74174,146444.0451,122488.5265,99268.86256,73478.296,81192.54359,123123.3046,142508.414,159665.7334,106919.791,79838.83275,97823.70396,156499.3696,162608.1589,120484.593,116044.7005,68174.48056,111640.8413,127119.3027,148311.0218,138287.3556,119488.0773,124400.9072,125937.5593,142956.7646
유류,262951.0763,196724.745,210552.1188,180527.1684,221257.3595,175828.4775,225056.7674,221142.8675,190502.065,176743.0042,186880.301,235281.6761,252369.9077,238342.6478,222884.6288,196421.4278,242716.3778,193967.6788,239267.6419,252330.041,184950.8089,180797.4955,203106.0669,257078.0365,264022.6453,222648.892,226201.5825,211419.0551,255094.926,204405.4041,250539.3786,271888.2829,187104.0041,184796.9341,194670.4593,232888.1622,253972.8779,229863.7713,229418.5018,244103.0276,204808.6989,171308.9326,209956.4594,189947.7547,158950.1707,174401.8157,214617.9734,210165.8276,209702.4542,182564.7407,221539.3619,199383.0717,228742.4428,171184.5901,180648.1208,202964.6844,194627.6569,207184.2689,196705.4136,228819.0027,216789.7366,214923.0138,238873.5734,198929.1891,166622.0875,194531.5492,212966.4407,217048.1958,164946.9303,152039.9809,196210.5313,179959.9332,186315.411,164581.8935,188874.4324,165396.3306,162625.807,184805.2591,226855.3857,230595.1958,160326.6878,173879.8965,177351.3459,214648.0584,241696.146,222204.1997,209670.1839,174047.701,205094.5276,178583.0241,244694.7766,247980.993,191740.1578,208692.137,181964.4378,181399.8572,212924.1972,186131.1661,213063.1671,190964.1444,149673.4663,178299.2861,170172.3153,153174.6116,65031.34567,58861.31506,87766.85253,86581.21677,1913.6068,661.11584,2067.354352,7739.341792,4078.62,14686.39637,7049.157136,12610.0203,17165.52779,20438.59709,54051.34907,38085.09376,31579.38056,17381.67133,35657.40014,42681.17773,30773.12526,24719.05419,16829.14173,15634.90253,23259.49584,19116.34222,21915.21998,15257.4016
신재생,29998.18662,16700.54206,23821.94058,18010.95125,15503.38919,9382.26282,13644.00897,9178.12387,11981.23234,14674.13185,12706.43607,20932.68618,20366.06906,21418.20743,24780.85795,19143.12424,9643.780507,9409.026329,8225.802627,14467.57255,11844.08376,17635.62631,21604.86189,27015.48022,29763.41294,29381.22241,28227.70367,25915.83077,13186.20621,6685.006033,20661.17492,8914.326688,13207.25517,26175.48291,25293.56948,30591.17469,28900.67018,26732.33117,32504.47383,20715.64001,20265.16582,12099.91902,13199.0666,19151.37638,16536.812,26503.92105,25014.67813,41877.6054,50328.888,44147.5122,35109.40396,30285.10304,32423.50483,21316.15439,31328.06822,25444.26432,32340.86917,40523.89153,39133.71597,56135.38955,63178.58215,73754.39609,55838.07133,39208.75043,40906.47022,26838.25226,30220.37316,33627.19564,29044.82557,46047.08893,63355.8716,78697.30041,82720.96637,86650.79026,65941.47166,61712.64295,43671.54099,34583.98853,36374.11322,40048.24882,50035.30543,64277.12841,60639.66263,80610.10584,82892.25984,68361.33266,65912.05513,63938.75962,61246.75414,37415.62129,50318.93225,56020.78758,48441.74091,64213.3081,45062.09806,83797.58928,94563.59042,77747.99282,129731.2511,134612.662,160891.5569,125856.6256,184219.2193,215162.3934,198376.5225,202567.0906,186919.6786,213901.2948,207616.1828,192801.6911,214212.5775,232586.393,186397.4,139025.6475,157314.0654,208017.5376,178701.7898,166482.6666,145059.4444,148168.3644,161446.7484,172621.7951,205399.9742,185438.9074,156999.7028,155124.6255,199306.2992,201524.7605,183053.0756,170583.8281,164965.4032,220899.3806
기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45576,0.63888,0.09264,1521.519092,5301.705507,5697.646715,9185.253045,5411.058549,8538.813077,8011.986535,5177.384003,8926.61368,9403.986727,6156.576555,9093.713985,6467.537196,8418.571396,7864.716482,8327.932879,8232.080668,6088.27897,8792.419898,7718.038875,8645.872619,9515.786282,6597.163993,9729.889002
