거래일자,거래시간,지역, 전력거래량(MWh) 
2018-01-01,1,경기도,4479
2018-01-01,2,경기도,4486
2018-01-01,3,경기도,4360
2018-01-01,4,경기도,4099
2018-01-01,5,경기도,4071
2018-01-01,6,경기도,4104
2018-01-01,7,경기도,4109
2018-01-01,8,경기도,4177
2018-01-01,9,경기도,4397
2018-01-01,10,경기도,4627
2018-01-01,11,경기도,4669
2018-01-01,12,경기도,4954
2018-01-01,13,경기도,5044
2018-01-01,14,경기도,5094
2018-01-01,15,경기도,5153
2018-01-01,16,경기도,5189
2018-01-01,17,경기도,5363
2018-01-01,18,경기도,5820
2018-01-01,19,경기도,6142
2018-01-01,20,경기도,6302
2018-01-01,21,경기도,6241
2018-01-01,22,경기도,6383
2018-01-01,23,경기도,6415
2018-01-01,24,경기도,6494
2018-01-01,1,강원도,2827
2018-01-01,2,강원도,2552
2018-01-01,3,강원도,2551
2018-01-01,4,강원도,2543
2018-01-01,5,강원도,2553
2018-01-01,6,강원도,2537
2018-01-01,7,강원도,2369
2018-01-01,8,강원도,2360
2018-01-01,9,강원도,2560
2018-01-01,10,강원도,2670
2018-01-01,11,강원도,2719
2018-01-01,12,강원도,2703
2018-01-01,13,강원도,2726
2018-01-01,14,강원도,2711
2018-01-01,15,강원도,2764
2018-01-01,16,강원도,2718
2018-01-01,17,강원도,2711
2018-01-01,18,강원도,2752
2018-01-01,19,강원도,2727
2018-01-01,20,강원도,2705
2018-01-01,21,강원도,2705
2018-01-01,22,강원도,2709
2018-01-01,23,강원도,2775
2018-01-01,24,강원도,2549
2018-01-01,1,경상남도,6809
2018-01-01,2,경상남도,6420
2018-01-01,3,경상남도,6237
2018-01-01,4,경상남도,6242
2018-01-01,5,경상남도,6247
2018-01-01,6,경상남도,6293
2018-01-01,7,경상남도,6563
2018-01-01,8,경상남도,6431
2018-01-01,9,경상남도,6194
2018-01-01,10,경상남도,5785
2018-01-01,11,경상남도,6065
2018-01-01,12,경상남도,5632
2018-01-01,13,경상남도,5279
2018-01-01,14,경상남도,5263
2018-01-01,15,경상남도,5337
2018-01-01,16,경상남도,5663
2018-01-01,17,경상남도,5829
2018-01-01,18,경상남도,6175
2018-01-01,19,경상남도,6573
2018-01-01,20,경상남도,6803
2018-01-01,21,경상남도,6472
2018-01-01,22,경상남도,6200
2018-01-01,23,경상남도,6240
2018-01-01,24,경상남도,6640
2018-01-01,1,경상북도,6979
2018-01-01,2,경상북도,6856
2018-01-01,3,경상북도,6862
2018-01-01,4,경상북도,6849
2018-01-01,5,경상북도,6817
2018-01-01,6,경상북도,6823
2018-01-01,7,경상북도,6896
2018-01-01,8,경상북도,6977
2018-01-01,9,경상북도,6841
2018-01-01,10,경상북도,6911
2018-01-01,11,경상북도,6948
2018-01-01,12,경상북도,6986
2018-01-01,13,경상북도,6981
2018-01-01,14,경상북도,6951
2018-01-01,15,경상북도,6908
2018-01-01,16,경상북도,6853
2018-01-01,17,경상북도,6840
2018-01-01,18,경상북도,6977
2018-01-01,19,경상북도,7431
2018-01-01,20,경상북도,7238
2018-01-01,21,경상북도,6978
2018-01-01,22,경상북도,6797
2018-01-01,23,경상북도,6968
2018-01-01,24,경상북도,7418
2018-01-01,1,전라남도,6726
2018-01-01,2,전라남도,6642
2018-01-01,3,전라남도,6273
2018-01-01,4,전라남도,5987
2018-01-01,5,전라남도,5963
2018-01-01,6,전라남도,5938
2018-01-01,7,전라남도,5945
2018-01-01,8,전라남도,5930
2018-01-01,9,전라남도,5977
2018-01-01,10,전라남도,6109
2018-01-01,11,전라남도,6225
2018-01-01,12,전라남도,6284
2018-01-01,13,전라남도,6291
2018-01-01,14,전라남도,6269
2018-01-01,15,전라남도,6225
2018-01-01,16,전라남도,6177
2018-01-01,17,전라남도,6131
2018-01-01,18,전라남도,6492
2018-01-01,19,전라남도,6749
2018-01-01,20,전라남도,6567
2018-01-01,21,전라남도,6550
2018-01-01,22,전라남도,6557
2018-01-01,23,전라남도,7099
2018-01-01,24,전라남도,7218
2018-01-01,1,전라북도,1068
2018-01-01,2,전라북도,918
2018-01-01,3,전라북도,918
2018-01-01,4,전라북도,916
2018-01-01,5,전라북도,918
2018-01-01,6,전라북도,920
2018-01-01,7,전라북도,922
2018-01-01,8,전라북도,920
2018-01-01,9,전라북도,928
2018-01-01,10,전라북도,952
2018-01-01,11,전라북도,963
2018-01-01,12,전라북도,980
2018-01-01,13,전라북도,984
2018-01-01,14,전라북도,987
2018-01-01,15,전라북도,980
2018-01-01,16,전라북도,961
2018-01-01,17,전라북도,932
2018-01-01,18,전라북도,917
2018-01-01,19,전라북도,921
2018-01-01,20,전라북도,987
2018-01-01,21,전라북도,1201
2018-01-01,22,전라북도,1199
2018-01-01,23,전라북도,1195
2018-01-01,24,전라북도,1069
2018-01-01,1,충청남도,14722
2018-01-01,2,충청남도,13955
2018-01-01,3,충청남도,13673
2018-01-01,4,충청남도,13657
2018-01-01,5,충청남도,13649
2018-01-01,6,충청남도,13737
2018-01-01,7,충청남도,13980
2018-01-01,8,충청남도,13622
2018-01-01,9,충청남도,12968
2018-01-01,10,충청남도,12696
2018-01-01,11,충청남도,12908
2018-01-01,12,충청남도,12499
2018-01-01,13,충청남도,12327
2018-01-01,14,충청남도,12349
2018-01-01,15,충청남도,12438
2018-01-01,16,충청남도,12523
2018-01-01,17,충청남도,12680
2018-01-01,18,충청남도,13397
2018-01-01,19,충청남도,13880
2018-01-01,20,충청남도,13951
2018-01-01,21,충청남도,14213
2018-01-01,22,충청남도,14601
2018-01-01,23,충청남도,14704
2018-01-01,24,충청남도,14766
2018-01-01,1,충청북도,72
2018-01-01,2,충청북도,73
2018-01-01,3,충청북도,71
2018-01-01,4,충청북도,70
2018-01-01,5,충청북도,72
2018-01-01,6,충청북도,72
2018-01-01,7,충청북도,71
2018-01-01,8,충청북도,72
2018-01-01,9,충청북도,110
2018-01-01,10,충청북도,125
2018-01-01,11,충청북도,109
2018-01-01,12,충청북도,122
2018-01-01,13,충청북도,124
2018-01-01,14,충청북도,117
2018-01-01,15,충청북도,109
2018-01-01,16,충청북도,93
2018-01-01,17,충청북도,116
2018-01-01,18,충청북도,287
2018-01-01,19,충청북도,266
2018-01-01,20,충청북도,252
2018-01-01,21,충청북도,193
2018-01-01,22,충청북도,58
2018-01-01,23,충청북도,57
2018-01-01,24,충청북도,53
2018-01-01,1,제주도,381
2018-01-01,2,제주도,348
2018-01-01,3,제주도,328
2018-01-01,4,제주도,344
2018-01-01,5,제주도,354
2018-01-01,6,제주도,365
2018-01-01,7,제주도,382
2018-01-01,8,제주도,347
2018-01-01,9,제주도,337
2018-01-01,10,제주도,296
2018-01-01,11,제주도,342
2018-01-01,12,제주도,366
