날짜, 1시 , 2시 , 3시 , 4시 , 5시 , 6시 , 7시 , 8시 , 9시 , 10시 , 11시 , 12시 , 13시 , 14시 , 15시 , 16시 , 17시 , 18시 , 19시 , 20시 , 21시 , 22시 , 23시 , 24시 
2023-12-21,1298.8,1267.1,1260,1286.2,1312.7,1337.8,1325,1322,1371.6,1389.6,1383.8,1389.5,1396.3,1390.2,1395.5,1389,1375.3,1384.7,1417.2,1392.4,1362.9,1366.5,1365,1366.3
2023-12-22,1363.7,1363.8,1373.1,1376.6,1389.5,1426.4,1432.9,1416,1383.9,1380,1393.7,1403.5,1397.6,1398.5,1406.1,1414.2,1429,1415.7,1359.4,1354.4,1320.4,1312.9,1326.2,1259.3
2023-12-23,1230.8,1207.5,1344.9,1308.9,1213.8,1332.2,1347.9,1352.8,1352.4,1374.9,1377.3,1409.6,1413,1395.8,1388.1,1374.4,1340,1321,1344.3,1331.8,1322.5,1306.3,1268.6,1156.8
2023-12-24,1072.5,1072.2,1090.8,1097.9,1129.4,1176.1,1130.5,1104.3,1116.3,1129.8,1169.2,1216.2,1271.2,1273.7,1264.7,1293.7,1265.3,1335.7,1296.9,1371.9,1348.8,1331.2,1325.7,1324.5
2023-12-25,1334.7,1325.9,1321.4,1331.2,921.2,765.6,1381.6,1378.7,1395.8,1421.8,1450.6,1437.4,1435.9,1420.7,1446.3,1407.6,1385.1,1365.8,1347.8,1333.2,1320.2,1310.1,1309.4,1306.9
2023-12-26,1322.1,1297.8,1298.2,1300.4,1301,1309.2,1305.6,1305.6,1329.6,1394.6,1467.7,1480.3,1469.1,1444.7,1424.5,1371.2,1335.4,1314.7,1321.2,1316.4,1312.1,1313.3,1305.1,1306.3
2023-12-27,1316.1,1316.1,1317.9,1326.2,1351.2,1357.3,1353.7,1340.6,1368.3,1448,1523.4,1574.3,1543.3,1527.3,1489.4,1418.6,1312.7,1274,1287,1281.7,1282.1,1192.7,1138.7,1136.5
2023-12-28,1062.4,1057.1,1177.8,1256.6,1250.7,1249.8,1250.2,1243.8,1276.7,1315.6,1377.5,1416.2,1423.4,1404,1387.7,1380,1334.3,1291.2,1337.6,1348.1,1360.2,1358.3,1368.3,1365.9
2023-12-29,1378.9,1373.3,1385.3,1393.3,1392.8,1401.9,1395.4,1374.2,1371.6,1404.1,1470.6,1468.1,1492.8,1457.5,1411.4,1393.7,1324.2,1277.2,1284.3,1286.1,1277.9,1257.2,1252.9,1253.6
2023-12-30,1266.9,1255.2,1134.7,1093.4,1094.7,1091.1,1095.1,1241.9,1271.9,1271.6,1369.7,1462.9,1496.4,1486.5,1416.1,1306.3,1279.2,1267.1,1280.6,1271.7,1278.7,1272.8,1264.1,1281.6
2023-12-31,1227.8,1235.7,1303.4,1322.8,1310.9,1356.3,1376.8,1380.4,1412.1,1469.3,1437.5,1391.7,1455.7,1435.4,1421.5,1397.5,1376.1,1354.8,1366.1,1345.4,1343.8,1361.5,1307.7,1318.6
2024-01-01,1269.7,1224.9,1214.9,1197.9,1192.2,1211.1,1197.5,1190.5,1198.8,1173.6,1212.8,1261.5,1253.8,1235.6,1223.5,1211.8,1203,1182.8,1196.7,1195.3,1187.5,1189.8,1191.9,1190.2
2024-01-02,1177,1181.8,1181.5,1180,1190.2,1200.9,1188.7,1184.3,1193.8,1276.7,1331.8,1396.1,1388.9,1297.4,1240.4,1210.9,1193.3,1177.9,1192.8,1187.7,1183.5,1169.1,1168.2,1171.5
2024-01-03,1178.9,1178.3,1191.4,1213,1214.8,1231.9,1259,1287.4,1310.2,1337.9,1397,1402.3,1465.1,1525.9,1431.4,1481.8,1460.5,1451.7,1455.7,1472.4,1463.6,1447.1,1422.5,1379
2024-01-04,1359.8,1325.3,1314.3,1302,1305.8,1302,1286,1261.8,1286.4,1363,1447.7,1486.5,1517.4,1392.5,1451.5,1375.7,1294.1,1247.4,1252.9,1254,1255.7,1253.9,1249.8,1262
2024-01-05,1263.5,1276.3,1291.2,1297.7,1286.6,1273.6,1271.7,1265,1281.2,1302.9,1335.2,1373,1403.2,1427.1,1393.2,1320.5,1288.6,1251.5,1268.8,1269,1257.8,1258.1,1262.3,1249.7
2024-01-06,1243.2,1254.9,1265.6,1286.8,1313.7,1342.6,1324.1,1348.1,1382.7,1461.9,1563.4,1589.4,1580,1565.2,1569.9,1510.7,1401.6,1344.7,1411.7,1405.2,1389.3,1418.2,1388,1373.8
2024-01-07,1229.9,1249.9,1284.5,1323.6,1330,1345.6,1324.6,1335.4,1350.4,1373.2,1371.3,1398.8,1431.8,1397.4,1425.6,1405.6,1439.1,1407,1410.5,1406.4,1374.4,1361.8,1336.2,1313
2024-01-08,1282.3,1258.3,1254.5,1260.7,1268.6,1299.2,1277.5,1274.4,1278.8,1375.7,1448.2,1468.2,1403.7,1340.6,1294.4,1250.3,1237.1,1218.5,1232.6,1231.6,1221,1215.2,1210.9,1210.1
2024-01-09,1209.3,1207.6,1208.6,1209.3,1210,1207.6,1208.6,1215.3,1238.7,1260.2,1277.3,1250.3,1229.1,1229.9,1228.2,1226.8,1213.2,1209.3,1225.1,1262,1262.4,1246,1244.1,1255.9
2024-01-10,1246.4,1229.1,1284.1,1317.3,1367.5,1403.6,1419.4,1428.9,1458.6,1495.5,1523.4,1548.8,1578.4,1566.3,1581.3,1562.2,1533.7,1541.7,1552.5,1538.2,1510.3,1493.7,1463.6,1416.6
2024-01-11,1407.2,1421.1,1411.4,1446.8,1408.6,1435,1431.1,1428.1,1431.2,1504.2,1565,1583.4,1589.3,1598,1567.1,1474.8,1379,1349.9,1364.1,1358.6,1315.6,1298.1,1286.4,1351.5
2024-01-12,1350.8,1353.2,1355.5,1359.7,1377.9,1397,1381.9,1367.8,1388.8,1418.1,1446.9,1476.9,1484.5,1496.5,1490.7,1425,1380.1,1350.1,1354.7,1375.9,1408,1398.9,1414.6,1417
2024-01-13,1394.1,1410.4,1429.4,1422.5,1428.6,1431.9,1402.3,1403.3,1423.5,1518.1,1623.7,1586.4,1604.1,1639.4,1605.7,1545.1,1421.6,1301.2,1316.3,1299.1,1289.5,1281.2,1275.6,1274.4
2024-01-14,1277.3,1295.6,1332.5,1334.9,1319.6,1325.3,1326.5,1341.6,1363.4,1466.8,1579.2,1619.9,1621.9,1608.8,1599.3,1533.8,1419.1,1351,1362.2,1328.9,1359.8,1399.1,1423.7,1496.3
2024-01-15,1502.7,1507.4,1503.7,1509.3,1514.7,1553,1561.2,1559.8,1578.9,1680.5,1769.9,1767.5,1735.5,1741.5,1743.8,1719.9,1613.5,1513.7,1551.7,1543.7,1536.1,1512.7,1493.8,1476.6
2024-01-16,1440.8,1454.1,1467,1461.5,1465.3,1477.4,1453.4,1435.5,1447.2,1530,1595.4,1634.3,1642.4,1635.3,1581.1,1517.6,1381.7,1335.4,1340.4,1333.6,1337.4,1337.1,1331.6,1330.4
2024-01-17,1326.4,1332.7,1339.7,1347,1349.5,1359.1,1368.4,1358.7,1367.1,1387.2,1444.4,1484.1,1550.8,1594.9,1591.1,1496.1,1455.8,1418.5,1406,1414.9,1412.7,1395.7,1385.6,1380.5
2024-01-18,1381,1381.9,1382.3,1366.1,1363.4,1366.8,1349.9,1342.2,1348.8,1368.4,1383.3,1405.8,1220.7,1165.5,1175,1172.4,1157.1,1212.9,1396.8,1384.4,1374.3,1380,1369.8,1362
2024-01-19,1358.1,1357.6,1363.9,1412,1444.2,1462.7,1461.8,1451.4,1397.9,1404.5,1408.1,1403.6,1410.6,1426.3,1422.2,1398.2,1389.9,1380.1,1385.2,1413.9,1401.7,1373.9,1352.2,1349.9
2024-01-20,1344.8,1342.8,1354.6,1355.6,1368.1,1384.3,1376.9,1378.7,1378.9,1367.6,1374,1372.2,1374.4,1375.3,1372.6,1369.1,1369.8,1370.2,1414,1439.1,1442.9,1450.7,1444.2,1442.1
2024-01-21,1426.8,1408.7,1462,1478.2,1470.5,1468.1,1444.9,1427.8,1429.7,1445.8,1471.7,1453,1447.1,1443.3,1494.5,1510.1,1521.1,1535.4,1556.4,1577.9,1578,1595.4,1587.2,1591.1
2024-01-22,1587.2,1591,1596.4,1591.9,1598.6,1606.8,1604.5,1601.2,1620.8,1638.2,1646.3,1636.8,1654.3,1644.5,1633.1,1612.2,1591.8,1577.7,1582.4,1584.2,1587.7,1579.8,1566,1572.5
2024-01-23,1548.7,1551.5,1550.5,1559.5,1548.7,1572.6,1566.8,1563.2,1566.8,1584.8,1610.6,1623.4,1635,1668.9,1623.9,1612.3,1582.4,1546.7,1558.2,1551.4,1550.9,1555.2,1560.6,1555.7
2024-01-24,1537.9,1540.5,1528.1,1527.3,1529.1,1550,1543.7,1546.2,1547.9,1553.4,1560.3,1564.9,1594.7,1598,1600.4,1601.5,1583,1559.4,1564.6,1582.2,1582.9,1577.4,1563.8,1545.6
2024-01-25,1523.1,1522.3,1535.3,1549.2,1537.4,1529.7,1501.7,1500.7,1504.1,1536.8,1527.6,1514,1545.2,1578.8,1594.8,1606.6,1565.4,1535.5,1566.7,1559.8,1564.4,1555.4,1412.1,1285.1
2024-01-26,1407.1,1327,1460.6,1440.8,1445.5,1474.7,1460.3,1441.6,1438.5,1449.8,1497.1,1532.3,1555.3,1636.4,1674.2,1629.6,1548.6,1468.1,1438.9,1444.1,1430.9,1433,1432.2,1382.6
2024-01-27,1339.2,1342,1340.3,1345.4,1334.5,1333.6,1324.5,1321.4,1341.1,1366.9,1452.3,1533.5,1595.7,1597.1,1560.6,1485.2,1399.8,1375.9,1375.6,1369.3,1378.6,1367.8,1353.8,1345.1
2024-01-28,1321.2,1341.4,1353.4,1380.6,1387.4,1404.7,1411.7,1440,1452.3,1517.8,1548.4,1615.1,1633.9,1625.2,1606.6,1589.5,1506.2,1398.4,1380.7,1417.7,1405.9,1348.8,1321,1299.6
2024-01-29,1299,1309.3,1316,1307.2,1305.9,1335.5,1336.7,1327.4,1334.9,1408.4,1473.7,1507.1,1553.4,1508.4,1443.5,1422.8,1409.1,1380.9,1387.6,1377.4,1369.2,1363.1,1365.2,1359.2
2024-01-30,1358.5,1356.9,1357,1356.1,1354,1357.6,1355.8,1356.2,1361.9,1382.9,1386.1,1374.4,1379.2,1396.1,1393.1,1369,1344.3,1351,1355.3,1353.2,1350.3,1355.8,1361.4,1359.3
2024-01-31,1278.2,1270.1,1248.6,1244.3,1246.9,1249.4,1245.1,1171.4,1171.6,1194.2,1254.7,1287.4,1294.1,1310.7,1285.8,1305.2,1255.8,1242.3,1245.9,1248.2,1244.7,1240.5,1241.7,1241.8
2024-02-01,1243.8,1245.9,1250.5,1270.5,1292.6,1309.9,1316.5,1335.1,1333.9,1361.4,1366.4,1368.1,1354.2,1345.1,1348.2,1352.6,1325.1,1333.3,1354.1,1377.7,1361.7,1329.8,1328.6,1314.6
2024-02-02,1306.7,1310.6,1323.3,1321,1329.5,1338.1,1336.7,1348.4,1353.1,1341.4,1336.8,1345.9,1327.8,1314.9,1315.3,1307.1,1301.8,1289.3,1297.9,1274.9,1272.4,1258.2,1251.4,1248.1
2024-02-03,1246.6,1246.7,1252.5,1264.1,1267,1265.1,1268.2,1277.9,1302.9,1314.6,1289.9,1291.9,1292.5,1295.3,1307.8,1324.6,1359.2,1384.5,1411.1,1420.6,1430.6,1427.8,1426.3,1429.7
2024-02-04,1411,1398.3,1393.9,1401.8,1413.6,1424.8,1407.9,1416.8,1419.7,1439.5,1501.3,1502.3,1531.4,1501.5,1453.6,1411,1427.2,1420.6,1445.9,1437.8,1426.1,1447.3,1452.5,1425.5
2024-02-05,1429.6,1464.1,1428.1,1416.1,1391.6,1404.9,1406,1414.6,1390.3,1431.3,1525.1,1559.3,1542.9,1581.7,1635.9,1596.2,1583.6,1529.8,1515,1506.4,1484.1,1446.6,1480.5,1475.9
2024-02-06,1468.7,1464.6,1450.3,1442.4,1449,1463.1,1435.4,1290.4,1306.3,1340.6,1382.2,1370.3,1371.5,1379.4,1379,1390.7,1381.9,1472.3,1513.6,1516.9,1529.6,1497.3,1494.8,1494.8
2024-02-07,1492.1,1474,1463.6,1469.2,1492.9,1500.1,1498.7,1488.3,1489.6,1555.3,1597.7,1655.8,1704.2,1697,1657.6,1607.5,1547.4,1514,1498.3,1479.6,1470.1,1485.8,1484.7,1480.9
2024-02-08,1475.9,1467.8,1449.9,1456.9,1457,1489,1490.2,1461,1493.3,1574.2,1625.7,1619.9,1558.9,1543.1,1541.7,1539.8,1538.6,1494.4,1491.3,1489.4,1495.5,1458,1424.4,1442.4
2024-02-09,1437.9,1441.3,1441,1456.9,1481.4,1502.7,1491.5,1448.2,1466.9,1536.9,1593.6,1629.9,1640.3,1657.1,1692.3,1652.3,1578.5,1491.1,1477,1486.5,1460,1435.1,1424,1422.3
2024-02-10,1411.5,1400.6,1400.9,1399.3,1397.9,1403.6,1385.6,1372.8,1380.1,1397.3,1452.9,1468.1,1502.5,1482.9,1348.7,1471.9,1418.9,1407.8,1412.8,1413.8,1419.5,1412.9,1398.9,1385.6
2024-02-11,1365.8,1369.4,1382.1,1390.1,1387.6,1400.2,1392.2,1381.2,1420.6,1504.9,1568,1627.3,1641.3,1642.8,1665.1,1695.7,1629.2,1521.4,1482,1466.8,1458.3,1423.1,1402.3,1393.2
2024-02-12,1398.4,1370.4,1360.4,1341.8,1326.9,1344.8,1326.3,1314.6,1370.2,1474.4,1554.3,1602.1,1622.7,1618.5,1588.3,1527.1,1434.1,1343.1,1326.6,1332.1,1343.2,1357.3,1362.2,1398.6
2024-02-13,1414.7,1398.9,1402.7,1414.8,1405.8,1418.6,1425,1387.7,1422.3,1515.7,1615,1665.6,1687,1695.5,1665,1596.1,1507.7,1391.9,1367.6,1389.5,1393.3,1372,1418.2,1428.4
2024-02-14,1424.8,1430.4,1439.2,1438.2,1444.9,1451.6,1454.8,1423.6,1419.5,1428.6,1428.5,1431.8,1471.8,1495.6,1505.9,1468.1,1372.2,1344.9,1358.8,1388.7,1405.5,1392,1365.7,1359.6
2024-02-15,1302.9,1299.4,1294.1,1294.2,1279.5,1293.2,1289.8,1293.7,1336.3,1376.8,1397.9,1477.4,1563.3,1616.8,1580.9,1545.5,1520.2,1504.1,1499,1489.2,1511.3,1498,1488.5,1490.8
2024-02-16,1461.6,1460.9,1441.1,1411.1,1400.6,1389.5,1363,1337.2,1365.9,1463.3,1531.2,1559.8,1562.4,1521.2,1458.8,1427.8,1369.7,1311.1,1335.7,1339.3,1336.5,1330.6,1199.6,1127.5
2024-02-17,1127.4,1127,1127.5,1126.9,1128.5,1131.9,1137.6,1288,1353.9,1435.9,1508.1,1565.3,1598.2,1602.8,1592.7,1556.1,1473.6,1360.3,1321.4,1310.5,1323.9,1325.3,1320.7,1366.1
2024-02-18,1423.9,1401.2,1400.9,1393.7,1388.8,1400.6,1399.2,1422.2,1439.3,1461,1462,1461.3,1465.2,1497.4,1480.6,1486.8,1497,1504.2,1557.5,1554.6,1509.2,1485.7,1461.3,1483.9
2024-02-19,1455.7,1426.9,1459,1463.2,1463,1467.5,1450.1,1443.2,1389.4,1472.9,1470.5,1490.8,1478.9,1486.2,1459.5,1432.7,1397.4,1411.5,1477.9,1498.3,1441.1,1387.3,1342.1,1373.2
2024-02-20,1290.2,1318.3,1278,1252.3,1240.7,1261.6,1244.5,1217.2,1216.2,1226,1189.8,1207.7,1212.6,1201.2,1173.9,1215.5,1234,1249.1,1281.7,1279.2,1280.4,1300,1296.7,1284.8
2024-02-21,1285.2,1274.7,1278.2,1283.8,1276.7,1292.7,1274.5,1262.2,1285.6,1294,1247.6,1230.5,1296.5,1302,1237.2,1361.2,1365.2,1347.2,1361.5,1348.5,1369.5,1363.1,1356.6,1351.3
2024-02-22,1360,1364.2,1377.3,1387.7,1415.3,1469.7,1483.3,1489.1,1467.3,1468,1482,1474.9,1464.3,1467.9,1462,1465.2,1422.7,1421.5,1440.9,1444.9,1406.8,1382.1,1369.2,1382.1
2024-02-23,1406.9,1418.9,1404.5,1404.4,1394,1409.7,1427,1421.8,1425.3,1433.9,1440.3,1456.6,1436.3,1420.9,1418.5,1403.6,1382,1381.3,1389,1385.7,1409.4,1420.2,1431.8,1440.1
2024-02-24,1409,1402.8,1400.7,1405.9,1409.8,1433.3,1437,1432.5,1447.1,1447.5,1463.2,1438.6,1442,1407.9,1382.4,1382.3,1368.9,1375.4,1380.2,1369.2,1377.8,1370.4,1354.5,1348.3
2024-02-25,1344.8,1346.2,1363.8,1414.5,1425.1,1446,1438.2,1440.3,1430.9,1457.7,1482.8,1490.7,1464.7,1491.3,1484.6,1464.5,1496.7,1475.6,1470.8,1470.8,1456.8,1431.6,1403,1373.8
2024-02-26,1273.8,1241.1,1206.4,1202.6,1216.7,1256.7,1270.9,1278.2,1303.4,1375.1,1454,1504.8,1530,1481.2,1377.7,1377.2,1303.4,1197.1,1146.4,1142.6,1132.8,1133.3,1128.9,1111.8
2024-02-27,1120.2,1163.2,1170.7,1170.5,1174.5,1190.1,1199.1,1209.5,1300.7,1402.5,1460.3,1435.3,1432,1466.2,1434.4,1392.5,1327.4,1270.2,1245.1,1227.1,1215.5,1208.9,1200.4,1191.3
2024-02-28,1181.2,1180.8,1188.2,1184.2,1185.3,1191.4,1193.8,1195.4,1241.1,1265.4,1275.5,1327.3,1412.2,1475.9,1464.6,1438.9,1391.7,1358.2,1360.9,1369.9,1370.4,1376.8,1381.5,1374.4
2024-02-29,1363.3,1357.6,1346.6,1360.5,1368.1,1393.6,1402.7,1414.9,1314.4,1338.8,1367.1,1388.4,1396.7,1421.7,1467,1517.9,1499.9,1495.6,1494.1,1485,1444.9,1317.4,1323.5,1368.6
2024-03-01,1356.4,1383.1,1374.9,1371.1,1379.6,1384,1369.6,1408.2,1467.4,1542.7,1536.4,1526.4,1560.9,1504.9,1493.7,1480.6,1444,1392.5,1376.3,1379.3,1370.1,1376.1,1363.7,1363.5
2024-03-02,1339.5,1333.4,1315.8,1295.2,1284.5,1285.6,1257.1,1228.6,1238.1,1334.8,1403.7,1411.3,1464,1461.2,1404.8,1335.3,1278.3,1218.8,1185.6,1169.4,1172.9,1164.1,1163.8,1165.8
2024-03-03,1182.1,1168.3,1177.8,1181.9,1174.4,1183,1177.4,1177.5,1197.8,1238.6,1266,1280.5,1289.6,1295.4,1336.3,1339.4,1282.6,1227.7,1198.9,1185.4,1180,1172.2,1164.7,1158.4
2024-03-04,1161.5,1161.4,1160.3,1160.8,1154.9,1157.4,1155,1163.2,1220.7,1275,1350.6,1425.1,1333.2,1235.4,1222.3,1186.9,1173.6,1182.6,1204.3,1206.3,1188.7,1186,1207.9,1221.1
2024-03-05,1235.4,1214.7,1213.4,1215.9,1216.6,1241.4,1234.4,1227.4,1277.8,1347.6,1397.6,1413.2,1408.4,1398.4,1397.8,1420.9,1443.5,1447.5,1445.1,1442.8,1437.9,1459.3,1421.2,1428.5
2024-03-06,1301.4,1259.1,1236.1,1236.1,1230.2,1252.9,1240.4,1242.3,1240.1,1244.1,1242,1262.9,1264.6,1303.3,1364.2,1405.5,1415.4,1386.4,1377.5,1378.3,1378,1377.9,1404.1,1420
2024-03-07,1401.8,1382.1,1387.8,1417.8,1422.4,1452,1461,1408.5,1344.2,1413.6,1485.5,1503.6,1473.2,1513.4,1508,1544.5,1528.7,1460.4,1459.1,1480.5,1463.5,1451.3,1456.8,1442.7
2024-03-08,1434.8,1434.3,1430.1,1365,1361.4,1359.8,1263.2,1264.5,1306.1,1363,1431.6,1509,1508.1,1504.2,1503,1547.2,1552.1,1453.1,1425,1419.9,1391.1,1381,1378.9,1377
2024-03-09,1369.4,1362.6,1361,1352.2,1340.9,1302.9,1236.2,1234,1295.2,1409.2,1479.2,1484,1455.4,1449.3,1446.9,1486.6,1505.5,1442.8,1391.6,1381.3,1373.8,1374.7,1358.3,1349.8
2024-03-10,1306.1,1290,1292.8,1189.9,1171.9,1187.4,1196.2,1213.7,1289.7,1388.6,1447.5,1460.7,1444.8,1432.5,1421.8,1383.2,1297.6,1203.9,1155.7,1147,1142,1137.1,1136.6,1095.7
2024-03-11,1136.7,1163.8,1145.4,1141.8,1139.5,1178.6,1194.9,1201.9,1264.3,1288.1,1270.6,1286.2,1270.3,1251.7,1182.1,1133.6,1102.9,1108,1123.7,1123.7,1112.2,1103.6,1105.3,1110.8
2024-03-12,1189.8,1209.3,1221.3,1238.7,1254.8,1285.9,1240,1250.2,1324.3,1385.3,1425,1446.4,1445.2,1419,1429.7,1414.6,1414.7,1411.6,1432.5,1440.2,1436.1,1404.8,1432.9,1415.9
2024-03-13,1334.3,1306.2,1327.9,1355.7,1326.2,1282.4,1282.6,1277.3,1374.7,1478.9,1552,1598.5,1606.3,1597.5,1574.4,1511.6,1339.5,1326.3,1311,1299.5,1289.6,1276.3,1266.5,1268.9
2024-03-14,1260.4,1256.2,1244.5,1243.5,1256.6,1268.8,1264.8,1268.6,1302.2,1258.5,1301.1,1462,1465.5,1386,1311.4,1289.4,1290.6,1146.4,1079.3,1103.3,1102.7,1103.2,1106.1,1104.3
2024-03-15,1177.1,1192.1,1193.7,1189.4,1185.6,1194.6,1186.4,1209.7,1306.4,1394.9,1464.5,1508.1,1522.8,1453.4,1421.8,1365.7,1339.2,1176.1,1114.1,1112.5,1114.5,1108.9,1104.3,1102.2
2024-03-16,1094.5,1094.4,1093.6,1164.8,1174.5,1175,1175.4,1203.2,1299.3,1393.3,1461.5,1495.6,1463.4,1421.9,1258.9,1218.1,1161.3,1136.8,1168.5,1159.9,1138.6,1123.8,1135.4,1138.3
2024-03-17,1197.2,1188,1180.6,1178.6,1175.1,1177.9,1183.6,1224.3,1329.4,1423.2,1509.9,1381.9,1530.2,1586.4,1584.8,1557,1526.4,1464.9,1447.7,1444.9,1422.7,1404.8,1411.8,1423.9
2024-03-18,1412.1,1409.8,1409.1,1370,1359.2,1352,1324.5,1306.8,1268.6,1339.1,1397.6,1439.1,1450.6,1399.4,1402.4,1332.2,1251.7,1136.5,1102.6,1109.2,1109.6,1094.3,1088.6,1095.5
2024-03-19,1100.6,1102.6,1101.9,1111.8,1117.4,1129.7,1110.9,1130.6,1154.7,1248.9,1359.8,1475.7,1457.9,1446.4,1468.6,1437.6,1340.5,1300,1313.3,1342.5,1354.4,1362.2,1354.1,1346.7
2024-03-20,1334.2,1323,1310.9,1289,1282.1,1312.5,1322.2,1363.3,1424,1501.9,1555.3,1525.8,1483.1,1476,1491,1498.5,1520.2,1440.7,1375.8,1353.2,1322.2,1282.1,1271,1252.4
2024-03-21,1215.2,1216.2,1229.1,1228.2,1164.9,1168.9,1163.1,1194.7,1301.3,1385.9,1450.1,1479.7,1474.1,1461.9,1240,1382.9,1381.9,1279.6,1234.2,1226.9,1176.6,1171.5,1190.8,1221.7
2024-03-22,1219.2,1202.7,1196.8,1151.1,1157.2,1188.3,1221.6,1273.7,1365.6,1501.9,1494.4,1454.2,1425.5,1452.4,1436.9,1347.1,1362.6,1386.9,1421.1,1427.6,1423.6,1409,1403.8,1394.4
2024-03-23,1359.7,1333.1,1335.4,1305.6,1267.1,1336.6,1279.6,1254.7,1257.4,1323.2,1422.3,1471.4,1456.4,1446.6,1401.8,1309.7,1243.9,1223.4,1222.9,1224.8,1220.5,1224.4,1218.2,1212.4
2024-03-24,1212.6,1225.5,1240.8,1245,1256.5,1292.8,1284.6,1285.1,1303.7,1311.6,1314.1,1334.6,1363,1373.3,1363.1,1354.7,1369.3,1377.8,1368.5,1357.6,1339.1,1336,1320.4,1302.8
2024-03-25,1291.9,1295.3,1300.5,1292.2,1290.8,1298.5,1298.6,1311.4,1357.4,1362.7,1327.8,1330.4,1322.5,1282.7,1330.7,1336.2,1334,1300.3,1333.5,1348,1351.7,1343.9,1322.1,1284.7
2024-03-26,1288.6,1313.4,1289.1,1307,1262.9,1293.2,1468.4,1440.5,1347.4,1402.9,1509.5,1571.3,1583.5,1587.3,1578.7,1593,1559.4,1466.4,1342.4,1278.5,1268.4,1252.5,1243.5,1234.4
2024-03-27,1227.6,1224.4,1220.4,1216.3,1217.3,1222.4,1220.4,1256.2,1351.3,1388.8,1439.6,1477.6,1491.6,1497.1,1472.7,1339.1,1272.8,1259.3,1242.3,1237.2,1242.6,1260.1,1291.6,1284
2024-03-28,1262.7,1244.3,1266.1,1294.7,1296.1,1309.3,1386.6,1438.6,1492.4,1517.3,1411.3,1442.2,1428.1,1426.3,1372.1,1304.4,1298.8,1345.1,1404,1389.1,1420.7,1434,1412.4,1387.8
2024-03-29,1319.3,1280,1259.9,1248.9,1224.4,1229.9,1249.5,1279.6,1383.8,1514.5,1542.6,1529.5,1518.7,1516.1,1524.1,1537.3,1456.6,1388.7,1325.9,1289.8,1299.4,1293.3,1270.9,1254.9
2024-03-30,1252.5,1254.5,1254.3,1253,1256.9,1274.4,1331,1385.5,1474.8,1527.4,1501.4,1485.3,1481.9,1475,1458.9,1462.7,1428.4,1333.8,1300.4,1295.3,1283.1,1272.8,1265.7,1263
2024-03-31,1259.4,1275.9,1288.1,1287.6,1289.1,1282.1,1268.9,1299,1341.7,1395.6,1433.3,1370.8,1317,1294.6,1291.5,1266.2,1132,1171.2,1139.4,1110.8,1109.1,1122.6,1103.6,1098.3
2024-04-01,1100.2,1109.2,1130.9,1132.9,1124,1124.6,1115.6,1150.5,1246.5,1335.7,1393.5,1394.3,1370.7,1360.5,1363.8,1341.9,1262.9,1169.4,1106.4,1128,1137.7,1145.5,1163.7,1186.3
2024-04-02,1202.4,1228,1214.5,1196.3,1174.8,1182.2,1189.6,1193.4,1183.5,1161.9,1171.2,1175.2,1186,1187,1202.8,1188.4,1228,1261.4,1273.7,1312.3,1279.2,1277.4,1234.8,1200.6
2024-04-03,1179.6,1205.1,1121.3,1142.6,1174.2,1124.5,1115.7,1145.8,1163.2,1147.2,1155.5,1143,1122.3,1116.2,1134.7,1134,1128.8,1124.4,1118.1,1143.1,1162.8,1176.6,1168.2,1141
2024-04-04,1122.1,1115.9,1107.7,1106.1,1119.5,1121.2,1102.9,1110.4,1141.3,1150.5,1154.8,1146,1145.6,912.2,1154.9,1148.1,1126.4,1118,1104.9,1114.5,1107.2,1109.3,1111.9,1112.4
2024-04-05,1112.7,1111.1,1117.5,1122,1117.1,1132.2,1138.3,1165,1220.1,1272.5,1291.4,1326,1371.7,1346.5,1325.4,1313.3,1268.9,1207.1,1140.9,1149.9,1127.8,1111.8,1108.9,1120.1
2024-04-06,1114.6,1110.7,1130,1124.1,1126.6,1145.3,1143.4,1173.8,1225.3,1240.4,1190.6,1244.8,1206.3,1192.9,1259.4,1218.4,1230.5,1165.5,1125.8,1122.7,1103.7,1105.8,1103.1,1101.2
2024-04-07,1100.8,1102.9,1102.7,1104.2,1116.8,1121.1,1121.6,1174,1259.3,1318.9,1335.5,1324.9,1309.7,1281.8,1307.5,1248.6,1244.1,1156.2,1102.6,1103.4,1063.2,1060.4,1057.4,1056.2
2024-04-08,1054.9,1056.2,1057.1,1059.8,1060.2,1073.9,1082.6,1094,1111.8,1144.7,1157.4,1149.7,1114.2,1110.5,1093.2,1096,1102.1,1107.9,1164.3,1257.2,1263.2,1257.4,1250.4,1262.6
2024-04-09,1319.8,1289.8,1283.6,1268.7,1264.5,1285.6,1298.9,1337,1397.6,1476.8,1522.7,1509.1,1478.9,1468.1,1439.6,1432.8,1389.8,1336.8,1333.6,1338.5,1341.6,1340.9,1307.6,1303.5
2024-04-10,1135.2,1116.5,1244,1246.5,1238.4,1238,1240.3,1272.7,1368.9,1468.4,1544.6,1564.9,1566.9,1557.7,1548.2,1511.1,1418,1291.8,1199.9,1246.1,1276.6,1278.5,1279.1,1310.2
2024-04-11,1329.3,1333.7,1323.1,1325.5,1326.6,1329.4,1333,1370.1,1380.5,1385.9,1422.8,1452,1476.4,1443.6,1409.1,1395.1,1361.1,1360.1,1365.6,1368.1,1383.4,1381.3,1335.1,1329.6
